Unlimited Data Plan,Account Length (in months),Intl Active,Intl Plan,State,Gender,Age,Under 30,Senior,Group,Demographics,Contract Type,Payment Method,Churn Category,Churn Reason,Total Customers,Churned Customers,Avg Monthly Charges,Avg Customer Service Calls,Avg Extra International Charges,Avg Extra Data Charges,Avg Monthly GB Download,Grouped Comsumtion
Yes,49,No,no,OK,Female,25,Yes,No,,Under 30,,,,,1,,21,0,0,0,21,10 o more GB
Yes,49,No,no,OK,Female,47,No,No,,Other,,,,,1,,22,0,0,0,5,Between 5 and 10 GB
Yes,49,No,no,OK,Male,32,No,No,,Other,,,,,1,,55,2,0,0,3,Less than 5 GB
Yes,49,No,no,OK,Male,34,No,No,,Other,,,,,1,,20,1,0,0,0,Less than 5 GB
Yes,49,No,no,OR,Female,27,Yes,No,,Under 30,,,,,1,,37,0,0,0,15,10 o more GB
Yes,49,No,no,PA,Male,58,No,No,,Other,,,,,1,1,38,1,14.1,0,7,Between 5 and 10 GB
Yes,49,No,no,RI,Female,43,No,No,,Other,,,,,1,1,38,4,0,0,15,10 o more GB
Yes,49,No,no,SC,Female,60,No,No,,Other,,,,,1,,61,0,0,0,3,Less than 5 GB
Yes,49,No,no,SC,Male,49,No,No,,Other,,,,,1,,57,0,0,0,3,Less than 5 GB
Yes,49,No,no,TN,Female,44,No,No,,Other,,,,,1,,45,0,0,0,5,Between 5 and 10 GB
Yes,49,No,no,TX,Female,37,No,No,,Other,,,,,1,1,60,1,0,0,5,Between 5 and 10 GB
Yes,49,No,no,TX,Male,49,No,No,,Other,,,,,1,,63,1,0,0,3,Less than 5 GB
Yes,49,No,no,UT,Male,22,Yes,No,,Under 30,,,,,1,,26,1,0,0,7,Between 5 and 10 GB
Yes,49,No,no,VA,Male,59,No,No,,Other,,,,,1,,42,0,0,0,7,Between 5 and 10 GB
Yes,49,No,yes,UT,Female,33,No,No,,Other,,,,,1,,57,1,0,0,17,10 o more GB
Yes,49,Yes,no,AK,Female,29,Yes,No,,Under 30,,,,,1,,38,0,51,0,30,10 o more GB
Yes,49,Yes,no,AR,Male,66,No,Yes,No,Senior,Month-to-Month,Direct Debit,Attitude,Attitude of support person,1,1,56,2,4.1,0,5,Between 5 and 10 GB
Yes,49,Yes,no,DC,Male,67,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,46,0,89.4,0,1,Less than 5 GB
Yes,49,Yes,no,DE,Female,57,No,No,,Other,,,,,1,1,56,3,168.2,0,3,Less than 5 GB
Yes,49,Yes,no,FL,Male,64,No,No,,Other,,,,,1,1,38,4,147,0,0,Less than 5 GB
Yes,49,Yes,no,ID,Female,46,No,No,,Other,,,,,1,,14,0,308.7,0,11,10 o more GB
Yes,49,Yes,no,KS,Female,25,Yes,No,,Under 30,,,,,1,,30,0,189.9,0,36,10 o more GB
Yes,49,Yes,no,LA,Male,82,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,64,0,215.6,0,2,Less than 5 GB
Yes,49,Yes,no,ME,Male,25,Yes,No,,Under 30,,,,,1,,32,2,183.8,0,19,10 o more GB
Yes,49,Yes,no,NC,Male,51,No,No,,Other,,,,,1,,30,2,64.7,0,7,Between 5 and 10 GB
Yes,49,Yes,no,NH,Male,77,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor offered more data,1,1,47,2,142.1,0,7,Between 5 and 10 GB
Yes,49,Yes,no,PA,Female,44,No,No,,Other,,,,,1,1,38,4,227,0,15,10 o more GB
Yes,49,Yes,no,TX,Female,36,No,No,,Other,,,,,1,,36,0,55.5,0,5,Between 5 and 10 GB
Yes,49,Yes,no,TX,Female,69,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,44,0,263,0,6,Between 5 and 10 GB
Yes,49,Yes,yes,DE,Male,48,No,No,,Other,,,,,1,,36,2,0,0,9,Between 5 and 10 GB
Yes,50,No,no,AL,Male,47,No,No,,Other,,,,,1,,53,0,0,0,8,Between 5 and 10 GB
Yes,50,No,no,CT,Female,55,No,No,,Other,,,,,1,,63,1,0,0,4,Less than 5 GB
Yes,50,No,no,DC,Female,68,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,35,0,0,0,6,Between 5 and 10 GB
Yes,50,No,no,FL,Female,81,No,Yes,No,Senior,One Year,Credit Card,(blank),(blank),1,,45,0,0,0,7,Between 5 and 10 GB
Yes,50,No,no,FL,Male,77,No,Yes,Yes,Senior,One Year,Direct Debit,(blank),(blank),1,,39,0,0,0,4,Less than 5 GB
Yes,50,No,no,IA,Male,45,No,No,,Other,,,,,1,1,37,1,0,0,1,Less than 5 GB
Yes,50,No,no,KS,Male,48,No,No,,Other,,,,,1,,39,2,0,0,2,Less than 5 GB
Yes,50,No,no,MA,Female,48,No,No,,Other,,,,,1,,23,0,0,0,7,Between 5 and 10 GB
Yes,50,No,no,ME,Female,29,Yes,No,,Under 30,,,,,1,,49,0,0,0,36,10 o more GB
Yes,50,No,no,MN,Male,22,Yes,No,,Under 30,,,,,1,,20,0,0,0,14,10 o more GB
Yes,50,No,no,MN,Male,29,Yes,No,,Under 30,,,,,1,,59,0,0,0,10,Between 5 and 10 GB
Yes,50,No,no,MO,Male,33,No,No,,Other,,,,,1,,56,0,0,0,4,Less than 5 GB
Yes,50,No,no,MT,Male,25,Yes,No,,Under 30,,,,,1,,36,0,0,0,14,10 o more GB
Yes,50,No,no,NC,Female,51,No,No,,Other,,,,,1,1,52,1,0,0,2,Less than 5 GB
Yes,50,No,no,ND,Male,66,No,Yes,Yes,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,45,2,0,0,10,Between 5 and 10 GB
Yes,50,No,no,NE,Female,54,No,No,,Other,,,,,1,,34,0,0,0,25,10 o more GB
Yes,50,No,no,NJ,Male,68,No,Yes,No,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,15,0,0,0,4,Less than 5 GB
Yes,50,No,no,NY,Female,44,No,No,,Other,,,,,1,,32,1,0,0,5,Between 5 and 10 GB
Yes,50,No,no,OH,Female,39,No,No,,Other,,,,,1,,61,0,0,0,3,Less than 5 GB
Yes,50,No,no,OR,Female,69,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,33,0,0,0,11,10 o more GB
Yes,50,No,no,RI,Female,62,No,No,,Other,,,,,1,,33,0,0,0,3,Less than 5 GB
Yes,50,No,no,UT,Male,40,No,No,,Other,,,,,1,1,43,4,0,0,3,Less than 5 GB
Yes,50,No,no,VA,Male,41,No,No,,Other,,,,,1,,21,0,0,0,8,Between 5 and 10 GB
Yes,50,No,no,WV,Female,38,No,No,,Other,,,,,1,,32,2,0,0,1,Less than 5 GB
Yes,50,No,yes,MS,Male,53,No,No,,Other,,,,,1,1,41,3,0,0,7,Between 5 and 10 GB
Yes,50,No,yes,WY,Male,37,No,No,,Other,,,,,1,,42,0,0,0,4,Less than 5 GB
Yes,50,Yes,no,DE,Female,21,Yes,No,,Under 30,,,,,1,,17,0,375,0,41,10 o more GB
Yes,50,Yes,no,DE,Male,54,No,No,,Other,,,,,1,,41,2,257.5,0,7,Between 5 and 10 GB
Yes,50,Yes,no,GA,Male,72,No,Yes,No,Senior,Month-to-Month,Credit Card,Competitor,Competitor made better offer,1,1,34,3,63.3,0,7,Between 5 and 10 GB
Yes,50,Yes,no,KY,Female,35,No,No,,Other,,,,,1,,31,0,161.3,0,12,10 o more GB
Yes,50,Yes,no,MS,Female,72,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,37,0,193.3,0,6,Between 5 and 10 GB
Yes,50,Yes,no,NC,Female,22,Yes,No,,Under 30,,,,,1,,37,0,137,0,26,10 o more GB
Yes,50,Yes,no,NJ,Male,71,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,39,0,185,0,3,Less than 5 GB
Yes,50,Yes,no,NM,Female,75,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,37,0,142.5,0,1,Less than 5 GB
Yes,50,Yes,no,OH,Male,63,No,No,,Other,,,,,1,1,33,0,2.5,0,3,Less than 5 GB
Yes,50,Yes,no,RI,Male,67,No,Yes,No,Senior,Month-to-Month,Direct Debit,Price,Long distance charges,1,1,64,2,352.5,0,6,Between 5 and 10 GB
Yes,50,Yes,no,TN,Male,46,No,No,,Other,,,,,1,,27,0,140,0,14,10 o more GB
Yes,50,Yes,no,UT,Female,81,No,Yes,No,Senior,Month-to-Month,Credit Card,Attitude,Attitude of support person,1,1,36,4,108.8,0,4,Less than 5 GB
Yes,50,Yes,no,WV,Female,82,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,66,2,275,0,5,Between 5 and 10 GB
Yes,50,Yes,yes,NC,Female,70,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,69,0,0,0,7,Between 5 and 10 GB
Yes,50,Yes,yes,OK,Male,67,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,28,0,0,0,3,Less than 5 GB
Yes,50,Yes,yes,TN,Male,59,No,No,,Other,,,,,1,,40,0,0,0,9,Between 5 and 10 GB
Yes,51,No,no,AL,Male,41,No,No,,Other,,,,,1,,33,0,0,0,7,Between 5 and 10 GB
Yes,51,No,no,CA,Male,24,Yes,No,,Under 30,,,,,1,1,46,2,0,0,30,10 o more GB
Yes,51,No,no,FL,Female,39,No,No,,Other,,,,,1,,40,0,0,0,7,Between 5 and 10 GB
Yes,51,No,no,GA,Male,79,No,Yes,Yes,Senior,Two Year,Direct Debit,(blank),(blank),1,,37,1,0,0,4,Less than 5 GB
Yes,51,No,no,HI,Male,46,No,No,,Other,,,,,1,,26,0,0,0,5,Between 5 and 10 GB
Yes,51,No,no,IA,Female,35,No,No,,Other,,,,,1,,57,0,0,0,2,Less than 5 GB
Yes,51,No,no,IA,Female,63,No,No,,Other,,,,,1,,17,0,0,0,6,Between 5 and 10 GB
Yes,51,No,no,ID,Male,48,No,No,,Other,,,,,1,,33,1,0,0,10,Between 5 and 10 GB
Yes,51,No,no,ID,Male,55,No,No,,Other,,,,,1,,14,0,0,0,4,Less than 5 GB
Yes,51,No,no,IN,Male,34,No,No,,Other,,,,,1,,21,0,0,0,3,Less than 5 GB
Yes,51,No,no,KY,Female,23,Yes,No,,Under 30,,,,,1,,25,0,0,0,8,Between 5 and 10 GB
Yes,51,No,no,MA,Female,21,Yes,No,,Under 30,,,,,1,,39,0,0,0,12,10 o more GB
Yes,51,No,no,MA,Female,43,No,No,,Other,,,,,1,,17,0,0,0,13,10 o more GB
Yes,51,No,no,MA,Male,59,No,No,,Other,,,,,1,,19,0,0,0,2,Less than 5 GB
Yes,51,No,no,MD,Female,32,No,No,,Other,,,,,1,,19,0,0,0,2,Less than 5 GB
Yes,51,No,no,MD,Female,55,No,No,,Other,,,,,1,,27,0,0,0,2,Less than 5 GB
Yes,51,No,no,ME,Male,76,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,37,0,0,0,5,Between 5 and 10 GB
Yes,51,No,no,MI,Female,63,No,No,,Other,,,,,1,,53,0,0,0,1,Less than 5 GB
Yes,51,No,no,MN,Female,38,No,No,,Other,,,,,1,,39,2,0,0,7,Between 5 and 10 GB
Yes,51,No,no,MS,Male,47,No,No,,Other,,,,,1,,17,0,0,0,6,Between 5 and 10 GB
Yes,51,No,no,MS,Male,57,No,No,,Other,,,,,1,,35,2,0,0,2,Less than 5 GB
Yes,51,No,no,MT,Female,29,Yes,No,,Under 30,,,,,1,,25,0,0,0,36,10 o more GB
Yes,51,No,no,NM,Male,22,Yes,No,,Under 30,,,,,1,1,47,0,0,0,12,10 o more GB
Yes,51,No,no,NM,Male,33,No,No,,Other,,,,,1,,44,0,0,0,0,Less than 5 GB
Yes,51,No,no,OR,Female,39,No,No,,Other,,,,,1,,26,0,0,0,7,Between 5 and 10 GB
Yes,51,No,no,OR,Male,35,No,No,,Other,,,,,1,,36,0,0,0,26,10 o more GB
Yes,51,No,no,SC,Male,61,No,No,,Other,,,,,1,,51,0,0,0,2,Less than 5 GB
Yes,51,No,no,SD,Male,30,No,No,,Other,,,,,1,,40,1,0,0,17,10 o more GB
Yes,51,No,no,TN,Male,54,No,No,,Other,,,,,1,,24,0,0,0,6,Between 5 and 10 GB
Yes,51,No,no,UT,Male,47,No,No,,Other,,,,,1,,21,0,0,0,12,10 o more GB
Yes,51,No,no,VA,Female,38,No,No,,Other,,,,,1,,32,1,0,0,12,10 o more GB
Yes,51,No,no,VT,Female,40,No,No,,Other,,,,,1,,36,0,0,0,9,Between 5 and 10 GB
Yes,51,No,no,VT,Male,20,Yes,No,,Under 30,,,,,1,,32,3,0,0,8,Between 5 and 10 GB
Yes,51,No,no,VT,Male,23,Yes,No,,Under 30,,,,,1,,54,0,0,0,19,10 o more GB
Yes,51,No,no,WV,Male,47,No,No,,Other,,,,,1,1,50,0,0,0,3,Less than 5 GB
Yes,51,No,yes,CT,Male,46,No,No,,Other,,,,,1,1,67,2,0,0,8,Between 5 and 10 GB
Yes,51,No,yes,FL,Female,47,No,No,,Other,,,,,1,,29,1,0,0,3,Less than 5 GB
Yes,51,Yes,no,AK,Male,77,No,Yes,No,Senior,Month-to-Month,Direct Debit,Dissatisfaction,Limited range of services,1,1,43,4,137.7,0,8,Between 5 and 10 GB
Yes,51,Yes,no,AZ,Male,51,No,No,,Other,,,,,1,,49,1,125.5,0,6,Between 5 and 10 GB
Yes,51,Yes,no,MS,Female,67,No,Yes,No,Senior,Two Year,Direct Debit,Competitor,Competitor had better devices,1,1,57,0,92.8,0,14,10 o more GB
Yes,51,Yes,no,TX,Female,21,Yes,No,,Under 30,,,,,1,,50,0,101,0,21,10 o more GB
Yes,51,Yes,yes,FL,Male,35,No,No,,Other,,,,,1,,49,0,0,0,6,Between 5 and 10 GB
Yes,51,Yes,yes,MI,Female,58,No,No,,Other,,,,,1,,34,0,0,0,7,Between 5 and 10 GB
Yes,51,Yes,yes,ND,Female,33,No,No,,Other,,,,,1,,32,0,0,0,30,10 o more GB
Yes,51,Yes,yes,NV,Female,48,No,No,,Other,,,,,1,,32,0,0,0,3,Less than 5 GB
Yes,51,Yes,yes,OH,Female,75,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,23,1,0,0,12,10 o more GB
Yes,51,Yes,yes,OH,Male,62,No,No,,Other,,,,,1,,53,0,0,0,11,10 o more GB
Yes,52,No,no,AL,Female,20,Yes,No,,Under 30,,,,,1,,51,0,0,0,17,10 o more GB
Yes,52,No,no,AL,Female,23,Yes,No,,Under 30,,,,,1,,14,1,0,0,14,10 o more GB
Yes,52,No,no,AR,Male,37,No,No,,Other,,,,,1,,27,0,0,0,8,Between 5 and 10 GB
Yes,52,No,no,AZ,Female,65,No,No,,Other,,,,,1,,47,2,0,0,3,Less than 5 GB
Yes,52,No,no,AZ,Male,41,No,No,,Other,,,,,1,,47,0,0,0,19,10 o more GB
Yes,52,No,no,CA,Male,55,No,No,,Other,,,,,1,1,37,2,0,0,5,Between 5 and 10 GB
Yes,52,No,no,CT,Female,67,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,44,0,0,0,4,Less than 5 GB
Yes,52,No,no,DC,Female,59,No,No,,Other,,,,,1,,45,0,0,0,12,10 o more GB
Yes,52,No,no,FL,Female,83,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,29,0,0,0,1,Less than 5 GB
Yes,52,No,no,IN,Female,32,No,No,,Other,,,,,1,,59,0,0,0,21,10 o more GB
Yes,52,No,no,KY,Female,24,Yes,No,,Under 30,,,,,1,,62,1,0,0,24,10 o more GB
Yes,52,No,no,KY,Male,34,No,No,,Other,,,,,1,,23,2,0,0,10,Between 5 and 10 GB
Yes,52,No,no,KY,Male,53,No,No,,Other,,,,,1,,37,1,0,0,6,Between 5 and 10 GB
Yes,52,No,no,LA,Female,41,No,No,,Other,,,,,1,,18,1,0,0,38,10 o more GB
Yes,52,No,no,MA,Female,38,No,No,,Other,,,,,1,,37,0,0,0,2,Less than 5 GB
Yes,52,No,no,MA,Male,25,Yes,No,,Under 30,,,,,1,,39,0,0,0,8,Between 5 and 10 GB
Yes,52,No,no,MD,Male,63,No,No,,Other,,,,,1,,49,2,0,0,2,Less than 5 GB
Yes,52,No,no,ME,Female,34,No,No,,Other,,,,,1,,32,0,0,0,4,Less than 5 GB
Yes,52,No,no,MI,Male,36,No,No,,Other,,,,,1,,42,0,0,0,4,Less than 5 GB
Yes,52,No,no,MN,Male,25,Yes,No,,Under 30,,,,,1,,44,0,0,0,17,10 o more GB
Yes,52,No,no,MO,Male,38,No,No,,Other,,,,,1,,39,0,0,0,1,Less than 5 GB
Yes,52,No,no,MO,Male,47,No,No,,Other,,,,,1,1,45,3,4.4,0,2,Less than 5 GB
Yes,52,No,no,MS,Female,50,No,No,,Other,,,,,1,,20,0,0,0,6,Between 5 and 10 GB
Yes,52,No,no,ND,Female,43,No,No,,Other,,,,,1,,31,0,0,0,6,Between 5 and 10 GB
Yes,52,No,no,NE,Male,43,No,No,,Other,,,,,1,,64,0,0,0,9,Between 5 and 10 GB
Yes,52,No,no,NJ,Female,51,No,No,,Other,,,,,1,,31,0,0,0,4,Less than 5 GB
Yes,52,No,no,OH,Female,44,No,No,,Other,,,,,1,1,43,3,0,0,5,Between 5 and 10 GB
Yes,52,No,no,OK,Male,33,No,No,,Other,,,,,1,,55,0,0,0,10,Between 5 and 10 GB
Yes,52,No,no,RI,Female,30,No,No,,Other,,,,,1,,47,0,0,0,5,Between 5 and 10 GB
Yes,52,No,no,UT,Male,84,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,50,0,0,0,2,Less than 5 GB
Yes,52,No,no,VA,Female,54,No,No,,Other,,,,,1,,29,1,0,0,2,Less than 5 GB
Yes,52,No,no,VA,Male,67,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,21,0,0,0,5,Between 5 and 10 GB
Yes,52,No,no,WI,Female,76,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,38,1,0,0,12,10 o more GB
Yes,52,No,no,WV,Female,35,No,No,,Other,,,,,1,,34,0,0,0,11,10 o more GB
Yes,52,No,no,WV,Male,41,No,No,,Other,,,,,1,,24,0,0,0,1,Less than 5 GB
Yes,52,No,yes,CO,Female,56,No,No,,Other,,,,,1,1,49,3,0,0,4,Less than 5 GB
Yes,52,No,yes,MA,Male,67,No,Yes,No,Senior,Two Year,Credit Card,(blank),(blank),1,,54,0,0,0,9,Between 5 and 10 GB
Yes,52,No,yes,ND,Female,74,No,Yes,No,Senior,One Year,Credit Card,(blank),(blank),1,,38,2,0,0,4,Less than 5 GB
Yes,52,Yes,no,CT,Male,77,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,54,0,153.4,0,4,Less than 5 GB
Yes,52,Yes,no,HI,Male,21,Yes,No,,Under 30,,,,,1,1,54,5,118.6,0,10,Between 5 and 10 GB
Yes,52,Yes,no,HI,Male,78,No,Yes,No,Senior,Month-to-Month,Direct Debit,Price,Price too high,1,1,26,3,75.9,0,6,Between 5 and 10 GB
Yes,52,Yes,no,LA,Male,39,No,No,,Other,,,,,1,1,55,2,179.4,0,7,Between 5 and 10 GB
Yes,52,Yes,no,NM,Male,28,Yes,No,,Under 30,,,,,1,,41,0,306.8,0,13,10 o more GB
Yes,52,Yes,no,OK,Male,46,No,No,,Other,,,,,1,,51,0,273,0,6,Between 5 and 10 GB
Yes,52,Yes,no,RI,Female,39,No,No,,Other,,,,,1,,42,0,244.4,0,2,Less than 5 GB
Yes,52,Yes,no,VA,Male,27,Yes,No,,Under 30,,,,,1,,54,1,226.2,0,12,10 o more GB
Yes,52,Yes,no,WA,Male,42,No,No,,Other,,,,,1,,35,0,361.4,0,3,Less than 5 GB
Yes,52,Yes,yes,DE,Female,29,Yes,No,,Under 30,,,,,1,,44,2,0,0,17,10 o more GB
Yes,52,Yes,yes,NC,Female,39,No,No,,Other,,,,,1,,56,0,0,0,7,Between 5 and 10 GB
Yes,52,Yes,yes,RI,Male,43,No,No,,Other,,,,,1,,31,0,0,0,2,Less than 5 GB
Yes,52,Yes,yes,TX,Male,80,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,45,0,0,0,2,Less than 5 GB
Yes,53,No,no,AL,Female,60,No,No,,Other,,,,,1,,63,2,0,0,3,Less than 5 GB
Yes,53,No,no,AR,Female,61,No,No,,Other,,,,,1,,41,0,0,0,9,Between 5 and 10 GB
Yes,53,No,no,CT,Female,39,No,No,,Other,,,,,1,,35,0,0,0,5,Between 5 and 10 GB
Yes,53,No,no,CT,Female,42,No,No,,Other,,,,,1,,62,1,0,0,6,Between 5 and 10 GB
Yes,53,No,no,FL,Female,35,No,No,,Other,,,,,1,,67,0,0,0,5,Between 5 and 10 GB
Yes,53,No,no,GA,Male,44,No,No,,Other,,,,,1,,10,1,0,0,2,Less than 5 GB
Yes,53,No,no,ID,Male,25,Yes,No,,Under 30,,,,,1,,51,0,0,0,37,10 o more GB
Yes,53,No,no,ID,Male,53,No,No,,Other,,,,,1,,44,0,0,0,7,Between 5 and 10 GB
Yes,53,No,no,KY,Female,57,No,No,,Other,,,,,1,,59,2,0,0,3,Less than 5 GB
Yes,53,No,no,KY,Male,49,No,No,,Other,,,,,1,,21,1,0,0,4,Less than 5 GB
Yes,53,No,no,MA,Female,67,No,Yes,No,Senior,One Year,Direct Debit,Competitor,Competitor made better offer,1,1,51,0,49.5,0,1,Less than 5 GB
Yes,53,No,no,MD,Female,72,No,Yes,No,Senior,One Year,Direct Debit,Attitude,Attitude of service provider,1,1,63,2,0,0,2,Less than 5 GB
Yes,53,No,no,ME,Female,42,No,No,,Other,,,,,1,,59,0,0,0,2,Less than 5 GB
Yes,53,No,no,MN,Male,78,No,Yes,No,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,43,0,0,0,3,Less than 5 GB
Yes,53,No,no,MO,Female,23,Yes,No,,Under 30,,,,,1,1,42,2,0,0,24,10 o more GB
Yes,53,No,no,NE,Male,46,No,No,,Other,,,,,1,,35,0,0,0,13,10 o more GB
Yes,53,No,no,NJ,Male,29,Yes,No,,Under 30,,,,,1,,51,0,0,0,43,10 o more GB
Yes,53,No,no,NV,Female,53,No,No,,Other,,,,,1,,25,0,0,0,5,Between 5 and 10 GB
Yes,53,No,no,NV,Male,41,No,No,,Other,,,,,1,1,33,5,0,0,10,Between 5 and 10 GB
Yes,53,No,no,OR,Male,39,No,No,,Other,,,,,1,,30,0,0,0,7,Between 5 and 10 GB
Yes,53,No,no,SD,Male,74,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor offered higher download speeds,1,1,48,2,0,0,5,Between 5 and 10 GB
Yes,53,No,no,UT,Male,79,No,Yes,No,Senior,Month-to-Month,Direct Debit,Competitor,Competitor had better devices,1,1,65,3,0,0,6,Between 5 and 10 GB
Yes,53,No,no,VT,Male,44,No,No,,Other,,,,,1,,47,0,0,0,6,Between 5 and 10 GB
Yes,53,No,no,WI,Female,22,Yes,No,,Under 30,,,,,1,1,51,3,0,0,10,Between 5 and 10 GB
Yes,53,No,no,WV,Male,72,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,64,2,0,0,5,Between 5 and 10 GB
Yes,53,Yes,no,AK,Female,48,No,No,,Other,,,,,1,1,23,3,413.4,0,3,Less than 5 GB
Yes,53,Yes,no,DE,Female,62,No,No,,Other,,,,,1,,53,0,128.3,0,4,Less than 5 GB
Yes,53,Yes,no,MD,Female,26,Yes,No,,Under 30,,,,,1,,51,0,163.2,0,17,10 o more GB
Yes,53,Yes,no,MD,Male,52,No,No,,Other,,,,,1,,35,0,185.5,0,11,10 o more GB
Yes,53,Yes,no,MS,Male,65,No,Yes,Yes,Senior,Month-to-Month,Direct Debit,(blank),(blank),1,,32,0,178.9,0,9,Between 5 and 10 GB
Yes,53,Yes,no,OR,Female,26,Yes,No,,Under 30,,,,,1,1,54,0,22.3,0,15,10 o more GB
Yes,53,Yes,no,SD,Female,72,No,Yes,No,Senior,One Year,Credit Card,Price,Lack of affordable download/upload speed,1,1,49,3,229.7,0,4,Less than 5 GB
Yes,53,Yes,no,WI,Male,37,No,No,,Other,,,,,1,1,36,1,89,0,5,Between 5 and 10 GB
Yes,53,Yes,no,WI,Male,62,No,No,,Other,,,,,1,,52,0,173.1,0,5,Between 5 and 10 GB
Yes,53,Yes,no,WY,Female,23,Yes,No,,Under 30,,,,,1,,32,0,95.4,0,12,10 o more GB
Yes,53,Yes,yes,MD,Male,53,No,No,,Other,,,,,1,,65,0,0,0,1,Less than 5 GB
Yes,53,Yes,yes,NC,Male,65,No,Yes,No,Senior,One Year,Direct Debit,Price,Lack of affordable download/upload speed,1,1,31,4,0,0,3,Less than 5 GB
Yes,54,No,no,AL,Male,22,Yes,No,,Under 30,,,,,1,,19,0,0,0,30,10 o more GB
Yes,54,No,no,CA,Male,50,No,No,,Other,,,,,1,,35,0,0,0,5,Between 5 and 10 GB
Yes,54,No,no,CO,Female,50,No,No,,Other,,,,,1,,21,0,0,0,7,Between 5 and 10 GB
Yes,54,No,no,CO,Male,76,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,35,0,0,0,1,Less than 5 GB
Yes,54,No,no,HI,Male,34,No,No,,Other,,,,,1,1,48,0,0,0,5,Between 5 and 10 GB
Yes,54,No,no,ID,Male,49,No,No,,Other,,,,,1,,24,2,0,0,2,Less than 5 GB
Yes,54,No,no,IN,Female,65,No,Yes,Yes,Senior,Two Year,Direct Debit,(blank),(blank),1,,16,0,0,0,11,10 o more GB
Yes,54,No,no,KS,Male,54,No,No,,Other,,,,,1,,56,0,0,0,29,10 o more GB
Yes,54,No,no,MA,Female,68,No,Yes,No,Senior,Month-to-Month,Credit Card,(blank),(blank),1,,48,3,0,0,5,Between 5 and 10 GB
Yes,54,No,no,ME,Female,42,No,No,,Other,,,,,1,,43,1,0,0,5,Between 5 and 10 GB
Yes,54,No,no,ME,Male,20,Yes,No,,Under 30,,,,,1,,22,0,0,0,20,10 o more GB
Yes,54,No,no,MI,Male,38,No,No,,Other,,,,,1,,43,0,0,0,1,Less than 5 GB
Yes,54,No,no,MN,Female,65,No,No,,Other,,,,,1,,55,0,0,0,1,Less than 5 GB
Yes,54,No,no,MN,Female,69,No,Yes,No,Senior,One Year,Credit Card,(blank),(blank),1,,41,0,0,0,9,Between 5 and 10 GB
Yes,54,No,no,MN,Male,29,Yes,No,,Under 30,,,,,1,1,51,0,0,0,15,10 o more GB
Yes,54,No,no,MT,Female,47,No,No,,Other,,,,,1,1,51,5,0,0,1,Less than 5 GB
Yes,54,No,no,MT,Male,65,No,Yes,Yes,Senior,Two Year,Credit Card,(blank),(blank),1,,28,0,0,0,4,Less than 5 GB
Yes,54,No,no,NJ,Female,66,No,Yes,No,Senior,One Year,Credit Card,(blank),(blank),1,,47,0,0,0,1,Less than 5 GB
Yes,54,No,no,NJ,Male,29,Yes,No,,Under 30,,,,,1,,33,0,0,0,30,10 o more GB
Yes,54,No,no,NV,Male,22,Yes,No,,Under 30,,,,,1,,25,0,0,0,24,10 o more GB
Yes,54,No,no,NY,Male,46,No,No,,Other,,,,,1,,22,0,0,0,3,Less than 5 GB
Yes,54,No,no,OH,Female,74,No,Yes,No,Senior,Two Year,Direct Debit,(blank),(blank),1,,45,0,0,0,9,Between 5 and 10 GB
Yes,54,No,no,RI,Female,37,No,No,,Other,,,,,1,,31,0,0,0,4,Less than 5 GB
Yes,54,No,no,SC,Male,34,No,No,,Other,,,,,1,,30,0,0,0,4,Less than 5 GB
Yes,54,No,no,SD,Male,69,No,Yes,No,Senior,One Year,Direct Debit,(blank),(blank),1,,36,0,0,0,7,Between 5 and 10 GB
